# dynamical charge structure factor of generlized Kondo-Heisenberg model
# t=0.5 U=10 Jh=10 L=200 n=1.33 S=1/2
# k, omega, N(k,omega)

0.195 0.25 0.000248498
0.195 0.3 0.000280191
0.195 0.35 0.000328288
0.195 0.4 0.000388428
0.195 0.45 0.000458311
0.195 0.5 0.00057139
0.195 0.55 0.00070564
0.195 0.6 0.000938402
0.195 0.65 0.00124122
0.195 0.7 0.00176129
0.195 0.75 0.00264408
0.195 0.8 0.00385421
0.195 0.85 0.005182
0.195 0.9 0.00622799
0.195 0.95 0.00710025
0.195 1 0.00771671
0.195 1.05 0.00806319
0.195 1.1 0.00796053
0.195 1.15 0.00689108
0.195 1.2 0.00496971
0.195 1.25 0.0032332
0.195 1.3 0.00198322
0.195 1.35 0.00155937
0.195 1.4 0.000975651
0.195 1.45 0.000882259
0.195 1.5 0.000702593
0.195 1.55 0.000581236
0.195 1.6 0.000402882
0.195 1.65 0.000459171
0.195 1.7 0.000250101
0.195 1.75 0.000300268
0.195 1.8 0.000433241
0.195 1.85 0.000188935
0.195 1.9 0.000233938
0.195 1.95 0.00016056
0.195 2 0.000247207
0.195 2.05 0.000224393
0.195 2.1 0.000188803
0.195 2.15 2.33742e-05
0.195 2.2 3.76383e-05
0.195 2.25 6.54113e-05
0.195 2.3 3.8295e-05
0.195 2.35 0.000131648
0.195 2.4 8.44852e-05
0.195 2.45 0.000188583
0.195 2.5 0.000125696
0.195 2.55 0.000204188
0.195 2.6 8.42907e-05
0.195 2.65 0.000152006
0.195 2.7 4.12613e-06
0.195 2.75 7.73502e-05
0.195 2.8 0.000401867
0.195 2.85 0.000137121
0.195 2.9 9.82014e-05
0.195 2.95 0.00020333
0.195 3 0.000197775
0.195 3.05 0.000221441
0.195 3.1 0.000118502
0.195 3.15 4.18975e-05
0.195 3.2 8.7289e-05
0.195 3.25 0.000137145
0.195 3.3 0.000129256
0.195 3.35 5.32721e-05
0.195 3.4 8.55709e-05
0.195 3.45 0.000418179
0.195 3.5 9.62717e-05
0.195 3.55 0.00030525
0.195 3.6 0.000199682
0.195 3.65 0.000377601
0.195 3.7 0.000169456
0.195 3.75 0.000210071
0.195 3.8 0.000179138
0.195 3.85 0.000118644
0.195 3.9 0.000283583
0.195 3.95 4.8916e-05
0.195 4 0.000142977
0.195 4.05 5.75075e-05
0.195 4.1 7.15254e-06
0.195 4.15 9.65336e-06
0.195 4.2 1.25605e-05
0.195 4.25 7.64442e-06
0.195 4.3 1.25549e-05
0.195 4.35 7.16014e-06
0.195 4.4 5.63939e-06
0.195 4.45 4.44208e-06
0.195 4.5 1.69578e-05
0.195 4.55 2.77594e-06
0.195 4.6 6.12095e-06
0.195 4.65 1.23984e-05
0.195 4.7 1.81782e-05
0.195 4.75 1.04846e-05
0.195 4.8 1.35363e-05
0.195 4.85 1.93001e-05
0.195 4.9 6.33716e-06
0.195 4.95 6.34489e-06
0.195 5 2.66541e-06
0.2 0 0.000143712
0.2 0.05 0.000155049
0.2 0.1 0.000168519
0.2 0.15 0.000187104
0.2 0.2 0.00021029
0.2 0.25 0.000239095
0.2 0.3 0.000273001
0.2 0.35 0.000314476
0.2 0.4 0.000368971
0.2 0.45 0.00043973
0.2 0.5 0.000531961
0.2 0.55 0.000660425
0.2 0.6 0.000851324
0.2 0.65 0.0011328
0.2 0.7 0.0015708
0.2 0.75 0.00232532
0.2 0.8 0.00342264
0.2 0.85 0.00474236
0.2 0.9 0.00583595
0.2 0.95 0.00672433
0.2 1 0.00739858
0.2 1.05 0.007888
0.2 1.1 0.00808061
0.2 1.15 0.00770975
0.2 1.2 0.00619079
0.2 1.25 0.00423997
0.2 1.3 0.00265176
0.2 1.35 0.00194674
0.2 1.4 0.00125675
0.2 1.45 0.00103334
0.2 1.5 0.000787552
0.2 1.55 0.000633391
0.2 1.6 0.000479225
0.2 1.65 0.000519479
0.2 1.7 0.000281992
0.2 1.75 0.000319566
0.2 1.8 0.000472454
0.2 1.85 0.000184338
0.2 1.9 0.000252209
0.2 1.95 0.000177614
0.2 2 0.00024107
0.2 2.05 0.000219199
0.2 2.1 0.00017939
0.2 2.15 2.46251e-05
0.2 2.2 3.66089e-06
0.2 2.25 8.20503e-05
0.2 2.3 2.33587e-05
0.2 2.35 0.000128752
0.2 2.4 7.71315e-05
0.2 2.45 0.000178834
0.2 2.5 8.19528e-05
0.2 2.55 0.000195142
0.2 2.6 4.43494e-05
0.2 2.65 0.000161842
0.2 2.7 1.63534e-05
0.2 2.75 4.94339e-05
0.2 2.8 0.000368282
0.2 2.85 9.76487e-05
0.2 2.9 0.000141312
0.2 2.95 0.000165821
0.2 3 0.000208614
0.2 3.05 0.000195353
0.2 3.1 0.000120174
0.2 3.15 9.52662e-07
0.2 3.2 6.51938e-05
0.2 3.25 0.000174411
0.2 3.3 0.000108474
0.2 3.35 5.1602e-06
0.2 3.4 5.63666e-05
0.2 3.45 0.000436883
0.2 3.5 8.69643e-05
0.2 3.55 0.000302522
0.2 3.6 0.00020243
0.2 3.65 0.000373318
0.2 3.7 0.000139494
0.2 3.75 0.000186262
0.2 3.8 0.000181516
0.2 3.85 7.51531e-05
0.2 3.9 0.000241666
0.2 3.95 4.15679e-05
0.2 4 0.000145652
0.2 4.05 4.80997e-05
0.2 4.1 8.30017e-06
0.2 4.15 8.24473e-06
0.2 4.2 7.61579e-07
0.2 4.25 6.96365e-06
0.2 4.3 1.80318e-05
0.2 4.35 1.50879e-05
0.2 4.4 6.962e-06
0.2 4.45 1.11248e-05
0.2 4.5 2.27042e-05
0.2 4.55 3.33018e-06
0.2 4.6 5.25256e-06
0.2 4.65 1.69911e-05
0.2 4.7 1.01687e-05
0.2 4.75 1.21338e-05
0.2 4.8 4.83164e-06
0.2 4.85 1.61213e-05
0.2 4.9 1.4822e-05
0.2 4.95 7.8919e-06
0.2 5 3.5219e-06
0.205 0 0.000127017
0.205 0.05 0.000140494
0.205 0.1 0.000160016
0.205 0.15 0.000176335
0.205 0.2 0.00020536
0.205 0.25 0.000227328
0.205 0.3 0.000264511
0.205 0.35 0.000301629
0.205 0.4 0.00035018
0.205 0.45 0.000422757
0.205 0.5 0.0004971
0.205 0.55 0.000619981
0.205 0.6 0.000780175
0.205 0.65 0.00103543
0.205 0.7 0.00140671
0.205 0.75 0.00204954
0.205 0.8 0.00303958
0.205 0.85 0.00432593
0.205 0.9 0.00545185
0.205 0.95 0.00634455
0.205 1 0.00702724
0.205 1.05 0.00760899
0.205 1.1 0.0079542
0.205 1.15 0.0080256
0.205 1.2 0.00724829
0.205 1.25 0.0054566
0.205 1.3 0.00355081
0.205 1.35 0.00248657
0.205 1.4 0.00159986
0.205 1.45 0.00122654
0.205 1.5 0.000895362
0.205 1.55 0.000686363
0.205 1.6 0.000540372
0.205 1.65 0.000577145
0.205 1.7 0.00034158
0.205 1.75 0.000352925
0.205 1.8 0.00050619
0.205 1.85 0.000191029
0.205 1.9 0.000265153
0.205 1.95 0.000200533
0.205 2 0.000252039
0.205 2.05 0.000195606
0.205 2.1 0.000187546
0.205 2.15 5.59875e-05
0.205 2.2 1.85394e-05
0.205 2.25 7.97591e-05
0.205 2.3 1.26088e-06
0.205 2.35 0.000115447
0.205 2.4 4.29624e-05
0.205 2.45 0.000178232
0.205 2.5 6.63371e-05
0.205 2.55 0.000189375
0.205 2.6 1.8183e-05
0.205 2.65 0.000157789
0.205 2.7 2.58503e-05
0.205 2.75 2.72561e-05
0.205 2.8 0.000279958
0.205 2.85 7.23803e-05
0.205 2.9 0.000152302
0.205 2.95 0.000178593
0.205 3 0.000194351
0.205 3.05 0.000146125
0.205 3.1 0.000117872
0.205 3.15 5.06055e-05
0.205 3.2 4.62158e-05
0.205 3.25 0.000238475
0.205 3.3 7.04557e-05
0.205 3.35 7.45955e-05
0.205 3.4 2.21613e-05
0.205 3.45 0.000412254
0.205 3.5 7.62646e-05
0.205 3.55 0.00029289
0.205 3.6 0.000189907
0.205 3.65 0.000339417
0.205 3.7 0.000100761
0.205 3.75 0.000155812
0.205 3.8 0.000154627
0.205 3.85 8.15224e-05
0.205 3.9 0.000251805
0.205 3.95 6.00538e-05
0.205 4 0.000128328
0.205 4.05 4.51027e-05
0.205 4.1 6.28328e-06
0.205 4.15 8.52483e-06
0.205 4.2 7.89033e-06
0.205 4.25 1.28722e-05
0.205 4.3 1.69097e-05
0.205 4.35 2.2775e-05
0.205 4.4 6.16793e-06
0.205 4.45 1.20751e-05
0.205 4.5 2.04481e-05
0.205 4.55 5.16246e-07
0.205 4.6 1.249e-05
0.205 4.65 1.56674e-05
0.205 4.7 7.95692e-06
0.205 4.75 9.19929e-06
0.205 4.8 5.14206e-06
0.205 4.85 1.39015e-05
0.205 4.9 1.55372e-05
0.205 4.95 8.36714e-06
0.205 5 1.16128e-05
0.21 0 0.000116429
0.21 0.05 0.000131515
0.21 0.1 0.000150691
0.21 0.15 0.000171371
0.21 0.2 0.000195168
0.21 0.25 0.000221688
0.21 0.3 0.000252769
0.21 0.35 0.000291117
0.21 0.4 0.000336632
0.21 0.45 0.000398823
0.21 0.5 0.000475352
0.21 0.55 0.000581282
0.21 0.6 0.000741079
0.21 0.65 0.000949507
0.21 0.7 0.00127143
0.21 0.75 0.00183618
0.21 0.8 0.00269858
0.21 0.85 0.00393431
0.21 0.9 0.00506485
0.21 0.95 0.00596818
0.21 1 0.00665621
0.21 1.05 0.00725463
0.21 1.1 0.00772819
0.21 1.15 0.00799864
0.21 1.2 0.00789887
0.21 1.25 0.00663905
0.21 1.3 0.00466588
0.21 1.35 0.0032176
0.21 1.4 0.00204636
0.21 1.45 0.00150597
0.21 1.5 0.00103218
0.21 1.55 0.000770823
0.21 1.6 0.000609203
0.21 1.65 0.000635507
0.21 1.7 0.000411342
0.21 1.75 0.000371597
0.21 1.8 0.000552035
0.21 1.85 0.000199017
0.21 1.9 0.00030109
0.21 1.95 0.000208253
0.21 2 0.000276667
0.21 2.05 0.000178767
0.21 2.1 0.000212315
0.21 2.15 5.89866e-05
0.21 2.2 4.3106e-05
0.21 2.25 6.87406e-05
0.21 2.3 3.53964e-05
0.21 2.35 0.000122215
0.21 2.4 1.83785e-05
0.21 2.45 0.00018792
0.21 2.5 6.8961e-05
0.21 2.55 0.000169257
0.21 2.6 3.43008e-05
0.21 2.65 0.000160384
0.21 2.7 2.86854e-05
0.21 2.75 5.32959e-05
0.21 2.8 0.000212392
0.21 2.85 1.10744e-05
0.21 2.9 0.000157875
0.21 2.95 0.00017143
0.21 3 0.000161779
0.21 3.05 8.76206e-05
0.21 3.1 0.000102501
0.21 3.15 5.79829e-05
0.21 3.2 3.80457e-05
0.21 3.25 0.000280079
0.21 3.3 3.46173e-05
0.21 3.35 0.000127267
0.21 3.4 2.05254e-05
0.21 3.45 0.00042951
0.21 3.5 8.31139e-05
0.21 3.55 0.000246364
0.21 3.6 0.000189777
0.21 3.65 0.000257197
0.21 3.7 5.31569e-05
0.21 3.75 0.000116748
0.21 3.8 0.000124038
0.21 3.85 8.38404e-05
0.21 3.9 0.000259741
0.21 3.95 5.31158e-05
0.21 4 0.000130682
0.21 4.05 4.20681e-05
0.21 4.1 2.55742e-06
0.21 4.15 1.30192e-05
0.21 4.2 5.19078e-06
0.21 4.25 1.96217e-05
0.21 4.3 1.42567e-05
0.21 4.35 2.56549e-05
0.21 4.4 2.93996e-06
0.21 4.45 1.00708e-05
0.21 4.5 1.12494e-05
0.21 4.55 7.13846e-06
0.21 4.6 1.53911e-05
0.21 4.65 1.23103e-05
0.21 4.7 1.09877e-05
0.21 4.75 5.55474e-06
0.21 4.8 1.08004e-05
0.21 4.85 1.6127e-05
0.21 4.9 1.17356e-05
0.21 4.95 6.93501e-06
0.21 5 1.24172e-05
0.215 0 0.000127963
0.215 0.05 0.000139969
0.215 0.1 0.000151964
0.215 0.15 0.000173152
0.215 0.2 0.000189241
0.215 0.25 0.00021952
0.215 0.3 0.00024397
0.215 0.35 0.000281773
0.215 0.4 0.000325908
0.215 0.45 0.000376704
0.215 0.5 0.000456263
0.215 0.55 0.000548029
0.215 0.6 0.000704784
0.215 0.65 0.000880463
0.215 0.7 0.00116279
0.215 0.75 0.00166915
0.215 0.8 0.00240678
0.215 0.85 0.00356047
0.215 0.9 0.00469373
0.215 0.95 0.00560839
0.215 1 0.00632596
0.215 1.05 0.00689071
0.215 1.1 0.00745059
0.215 1.15 0.00785088
0.215 1.2 0.00810926
0.215 1.25 0.00750261
0.215 1.3 0.00588636
0.215 1.35 0.0041862
0.215 1.4 0.00267126
0.215 1.45 0.0018827
0.215 1.5 0.00121787
0.215 1.55 0.000902852
0.215 1.6 0.000725656
0.215 1.65 0.000707384
0.215 1.7 0.000467205
0.215 1.75 0.000383064
0.215 1.8 0.000617716
0.215 1.85 0.000195596
0.215 1.9 0.000339218
0.215 1.95 0.000205521
0.215 2 0.000286795
0.215 2.05 0.000173541
0.215 2.1 0.000234126
0.215 2.15 4.552e-05
0.215 2.2 7.03986e-05
0.215 2.25 6.7109e-05
0.215 2.3 7.34153e-05
0.215 2.35 0.000137688
0.215 2.4 4.78898e-05
0.215 2.45 0.000207202
0.215 2.5 4.74394e-05
0.215 2.55 0.000130611
0.215 2.6 3.7717e-05
0.215 2.65 0.000191903
0.215 2.7 5.15421e-05
0.215 2.75 0.000102892
0.215 2.8 0.000196981
0.215 2.85 6.76357e-05
0.215 2.9 0.000207761
0.215 2.95 0.000145891
0.215 3 0.000157335
0.215 3.05 2.14684e-05
0.215 3.1 7.35779e-05
0.215 3.15 7.01886e-05
0.215 3.2 3.60622e-05
0.215 3.25 0.000264251
0.215 3.3 1.47251e-05
0.215 3.35 0.000162164
0.215 3.4 2.88378e-05
0.215 3.45 0.000497903
0.215 3.5 0.000110827
0.215 3.55 0.000175928
0.215 3.6 0.000207157
0.215 3.65 0.000176725
0.215 3.7 9.95186e-06
0.215 3.75 8.47443e-05
0.215 3.8 0.000114093
0.215 3.85 2.62981e-05
0.215 3.9 0.000231016
0.215 3.95 2.12974e-05
0.215 4 0.000150654
0.215 4.05 3.29153e-05
0.215 4.1 4.32273e-08
0.215 4.15 1.58126e-05
0.215 4.2 1.66497e-06
0.215 4.25 1.86342e-05
0.215 4.3 1.5042e-05
0.215 4.35 2.14966e-05
0.215 4.4 3.30592e-06
0.215 4.45 1.16528e-05
0.215 4.5 6.35075e-06
0.215 4.55 1.29961e-05
0.215 4.6 1.19263e-05
0.215 4.65 1.37101e-05
0.215 4.7 1.17095e-05
0.215 4.75 4.65292e-06
0.215 4.8 1.05675e-05
0.215 4.85 1.71101e-05
0.215 4.9 1.2727e-05
0.215 4.95 7.95634e-06
0.215 5 1.22766e-05
0.22 0 0.000134533
0.22 0.05 0.000143888
0.22 0.1 0.000154766
0.22 0.15 0.000170126
0.22 0.2 0.000189183
0.22 0.25 0.000212601
0.22 0.3 0.000239679
0.22 0.35 0.000271975
0.22 0.4 0.00031308
0.22 0.45 0.000364593
0.22 0.5 0.000430258
0.22 0.55 0.000521602
0.22 0.6 0.000650991
0.22 0.65 0.000824847
0.22 0.7 0.00107051
0.22 0.75 0.00151396
0.22 0.8 0.00216222
0.22 0.85 0.00321369
0.22 0.9 0.00435025
0.22 0.95 0.00527713
0.22 1 0.00602339
0.22 1.05 0.00656524
0.22 1.1 0.00714439
0.22 1.15 0.00763558
0.22 1.2 0.00803581
0.22 1.25 0.00793181
0.22 1.3 0.00698112
0.22 1.35 0.00536004
0.22 1.4 0.00354619
0.22 1.45 0.0023394
0.22 1.5 0.00149308
0.22 1.55 0.00108185
0.22 1.6 0.000882053
0.22 1.65 0.000800797
0.22 1.7 0.000515063
0.22 1.75 0.000428249
0.22 1.8 0.0006845
0.22 1.85 0.000192653
0.22 1.9 0.000349916
0.22 1.95 0.000214529
0.22 2 0.000276643
0.22 2.05 0.000166631
0.22 2.1 0.000237337
0.22 2.15 3.859e-05
0.22 2.2 8.56359e-05
0.22 2.25 7.24167e-05
0.22 2.3 8.04971e-05
0.22 2.35 0.000128015
0.22 2.4 0.00010013
0.22 2.45 0.000235094
0.22 2.5 1.1757e-05
0.22 2.55 9.2579e-05
0.22 2.6 1.1603e-05
0.22 2.65 0.000241209
0.22 2.7 8.93902e-05
0.22 2.75 0.000128165
0.22 2.8 0.000184024
0.22 2.85 9.18143e-05
0.22 2.9 0.000265278
0.22 2.95 0.000193035
0.22 3 0.000186334
0.22 3.05 4.72121e-05
0.22 3.1 4.49418e-05
0.22 3.15 0.000150808
0.22 3.2 2.77147e-05
0.22 3.25 0.000238764
0.22 3.3 1.03424e-05
0.22 3.35 0.000187344
0.22 3.4 1.25113e-05
0.22 3.45 0.0005249
0.22 3.5 0.000139418
0.22 3.55 0.000118362
0.22 3.6 0.000210478
0.22 3.65 0.000139107
0.22 3.7 1.57065e-05
0.22 3.75 6.23528e-05
0.22 3.8 0.000115243
0.22 3.85 4.85558e-05
0.22 3.9 0.000216762
0.22 3.95 4.73171e-06
0.22 4 0.000150605
0.22 4.05 2.42484e-05
0.22 4.1 1.15325e-06
0.22 4.15 1.28379e-05
0.22 4.2 9.49163e-06
0.22 4.25 1.54969e-05
0.22 4.3 1.56808e-05
0.22 4.35 1.4581e-05
0.22 4.4 8.84135e-06
0.22 4.45 1.69983e-05
0.22 4.5 9.8525e-06
0.22 4.55 1.50051e-05
0.22 4.6 1.14137e-05
0.22 4.65 1.82058e-05
0.22 4.7 9.06909e-06
0.22 4.75 6.4469e-06
0.22 4.8 5.93745e-06
0.22 4.85 1.31177e-05
0.22 4.9 1.72405e-05
0.22 4.95 1.24374e-05
0.22 5 1.92646e-05
0.225 0 0.000119279
0.225 0.05 0.000130698
0.225 0.1 0.000147412
0.225 0.15 0.000160893
0.225 0.2 0.000185579
0.225 0.25 0.000203103
0.225 0.3 0.000233611
0.225 0.35 0.000262674
0.225 0.4 0.000299691
0.225 0.45 0.000354327
0.225 0.5 0.000406571
0.225 0.55 0.000497143
0.225 0.6 0.000603901
0.225 0.65 0.000772338
0.225 0.7 0.000987692
0.225 0.75 0.00136792
0.225 0.8 0.00194786
0.225 0.85 0.00291071
0.225 0.9 0.00402035
0.225 0.95 0.00497101
0.225 1 0.00571634
0.225 1.05 0.00627269
0.225 1.1 0.00684652
0.225 1.15 0.00732735
0.225 1.2 0.00783772
0.225 1.25 0.00801312
0.225 1.3 0.00771992
0.225 1.35 0.00653722
0.225 1.4 0.00468308
0.225 1.45 0.00292227
0.225 1.5 0.00189362
0.225 1.55 0.00132518
0.225 1.6 0.00104396
0.225 1.65 0.000910238
0.225 1.7 0.000582743
0.225 1.75 0.00051319
0.225 1.8 0.000734886
0.225 1.85 0.000205644
0.225 1.9 0.000352864
0.225 1.95 0.00023872
0.225 2 0.000274759
0.225 2.05 0.000159082
0.225 2.1 0.00023192
0.225 2.15 4.00398e-05
0.225 2.2 8.79563e-05
0.225 2.25 6.90358e-05
0.225 2.3 4.83818e-05
0.225 2.35 9.75729e-05
0.225 2.4 0.000121695
0.225 2.45 0.000275097
0.225 2.5 7.11257e-05
0.225 2.55 6.55e-05
0.225 2.6 6.35402e-05
0.225 2.65 0.000287351
0.225 2.7 0.000106187
0.225 2.75 0.000137645
0.225 2.8 0.000136713
0.225 2.85 5.83081e-05
0.225 2.9 0.000258726
0.225 2.95 0.000309921
0.225 3 0.00019677
0.225 3.05 0.00010233
0.225 3.1 2.79563e-05
0.225 3.15 0.00025336
0.225 3.2 1.07814e-05
0.225 3.25 0.000260181
0.225 3.3 1.51452e-05
0.225 3.35 0.000185178
0.225 3.4 1.08771e-05
0.225 3.45 0.000479649
0.225 3.5 0.000151465
0.225 3.55 8.30341e-05
0.225 3.6 0.000193864
0.225 3.65 0.000116594
0.225 3.7 3.24843e-05
0.225 3.75 3.1739e-05
0.225 3.8 9.99809e-05
0.225 3.85 7.62817e-05
0.225 3.9 0.000252905
0.225 3.95 9.50772e-06
0.225 4 0.000122361
0.225 4.05 2.2064e-05
0.225 4.1 2.32343e-06
0.225 4.15 9.55737e-06
0.225 4.2 2.27485e-05
0.225 4.25 1.97305e-05
0.225 4.3 1.27215e-05
0.225 4.35 1.21963e-05
0.225 4.4 1.21433e-05
0.225 4.45 2.02639e-05
0.225 4.5 1.42927e-05
0.225 4.55 1.42199e-05
0.225 4.6 1.67152e-05
0.225 4.65 1.93896e-05
0.225 4.7 9.72434e-06
0.225 4.75 9.73586e-06
0.225 4.8 6.38533e-06
0.225 4.85 9.38218e-06
0.225 4.9 1.79444e-05
0.225 4.95 1.56283e-05
0.225 5 2.64064e-05
0.23 0 0.000108401
0.23 0.05 0.000121658
0.23 0.1 0.000138659
0.23 0.15 0.000156577
0.23 0.2 0.000176882
0.23 0.25 0.000198826
0.23 0.3 0.000224185
0.23 0.35 0.000255355
0.23 0.4 0.000290171
0.23 0.45 0.000337734
0.23 0.5 0.00039435
0.23 0.55 0.000471873
0.23 0.6 0.00058245
0.23 0.65 0.000720834
0.23 0.7 0.000916552
0.23 0.75 0.00125472
0.23 0.8 0.0017574
0.23 0.85 0.00264422
0.23 0.9 0.00369639
0.23 0.95 0.00467873
0.23 1 0.00541017
0.23 1.05 0.00600171
0.23 1.1 0.00656849
0.23 1.15 0.00699777
0.23 1.2 0.00757153
0.23 1.25 0.00790231
0.23 1.3 0.00803567
0.23 1.35 0.00743066
0.23 1.4 0.00597011
0.23 1.45 0.00375547
0.23 1.5 0.0024503
0.23 1.55 0.00167903
0.23 1.6 0.00122082
0.23 1.65 0.00102474
0.23 1.7 0.000685088
0.23 1.75 0.000599828
0.23 1.8 0.000783135
0.23 1.85 0.000226114
0.23 1.9 0.000384454
0.23 1.95 0.000263518
0.23 2 0.000297189
0.23 2.05 0.00017005
0.23 2.1 0.000240838
0.23 2.15 2.94335e-05
0.23 2.2 8.93254e-05
0.23 2.25 5.5144e-05
0.23 2.3 9.01995e-06
0.23 2.35 8.62232e-05
0.23 2.4 0.000127197
0.23 2.45 0.000330015
0.23 2.5 0.000105722
0.23 2.55 3.88014e-05
0.23 2.6 7.15934e-05
0.23 2.65 0.000325569
0.23 2.7 9.45363e-05
0.23 2.75 0.000170968
0.23 2.8 9.37299e-05
0.23 2.85 3.48115e-05
0.23 2.9 0.00020973
0.23 2.95 0.000364379
0.23 3 0.000167914
0.23 3.05 0.000135816
0.23 3.1 1.77492e-05
0.23 3.15 0.000295377
0.23 3.2 6.32409e-06
0.23 3.25 0.000302504
0.23 3.3 2.4309e-05
0.23 3.35 0.000134968
0.23 3.4 5.62317e-06
0.23 3.45 0.000445837
0.23 3.5 0.000154
0.23 3.55 5.30515e-05
0.23 3.6 0.000197005
0.23 3.65 7.07308e-05
0.23 3.7 6.4183e-05
0.23 3.75 1.33208e-05
0.23 3.8 5.87929e-05
0.23 3.85 8.36955e-05
0.23 3.9 0.000282949
0.23 3.95 3.6389e-06
0.23 4 9.96015e-05
0.23 4.05 1.65146e-05
0.23 4.1 3.87609e-06
0.23 4.15 1.20019e-05
0.23 4.2 2.74903e-05
0.23 4.25 2.6358e-05
0.23 4.3 1.03444e-05
0.23 4.35 1.57821e-05
0.23 4.4 8.50771e-06
0.23 4.45 1.83338e-05
0.23 4.5 1.35126e-05
0.23 4.55 1.53927e-05
0.23 4.6 2.02194e-05
0.23 4.65 1.69062e-05
0.23 4.7 1.52675e-05
0.23 4.75 1.39359e-05
0.23 4.8 1.10945e-05
0.23 4.85 1.01486e-05
0.23 4.9 1.55299e-05
0.23 4.95 1.50435e-05
0.23 5 2.34225e-05
0.235 0 0.000119497
0.235 0.05 0.000129976
0.235 0.1 0.000140386
0.235 0.15 0.000158916
0.235 0.2 0.000172306
0.235 0.25 0.000197883
0.235 0.3 0.000217545
0.235 0.35 0.000248923
0.235 0.4 0.000283212
0.235 0.45 0.000322014
0.235 0.5 0.000384343
0.235 0.55 0.000449265
0.235 0.6 0.000563286
0.235 0.65 0.000678006
0.235 0.7 0.00085864
0.235 0.75 0.00117438
0.235 0.8 0.00160122
0.235 0.85 0.00239269
0.235 0.9 0.00339631
0.235 0.95 0.00440047
0.235 1 0.00513651
0.235 1.05 0.00576231
0.235 1.1 0.00628898
0.235 1.15 0.00674378
0.235 1.2 0.0072573
0.235 1.25 0.0077062
0.235 1.3 0.00803355
0.235 1.35 0.0078904
0.235 1.4 0.00716192
0.235 1.45 0.00488341
0.235 1.5 0.00321994
0.235 1.55 0.00218917
0.235 1.6 0.00146525
0.235 1.65 0.00114866
0.235 1.7 0.000815369
0.235 1.75 0.000677194
0.235 1.8 0.000854579
0.235 1.85 0.00024341
0.235 1.9 0.000436366
0.235 1.95 0.000287209
0.235 2 0.000322967
0.235 2.05 0.000207782
0.235 2.1 0.000266131
0.235 2.15 3.71026e-06
0.235 2.2 8.52657e-05
0.235 2.25 4.37435e-05
0.235 2.3 8.74787e-06
0.235 2.35 0.000104473
0.235 2.4 0.000157168
0.235 2.45 0.000390164
0.235 2.5 0.000143203
0.235 2.55 9.47529e-06
0.235 2.6 8.11763e-05
0.235 2.65 0.0003492
0.235 2.7 9.02173e-05
0.235 2.75 0.000220867
0.235 2.8 9.55739e-05
0.235 2.85 3.95521e-05
0.235 2.9 0.000206123
0.235 2.95 0.000311503
0.235 3 0.000148569
0.235 3.05 0.00015898
0.235 3.1 1.53288e-06
0.235 3.15 0.00029271
0.235 3.2 2.36184e-05
0.235 3.25 0.000306185
0.235 3.3 3.27228e-05
0.235 3.35 6.01274e-05
0.235 3.4 1.2104e-05
0.235 3.45 0.000468602
0.235 3.5 0.000161544
0.235 3.55 2.28724e-05
0.235 3.6 0.000230131
0.235 3.65 2.39478e-05
0.235 3.7 0.00011827
0.235 3.75 5.26868e-05
0.235 3.8 2.87672e-06
0.235 3.85 0.000134376
0.235 3.9 0.000255012
0.235 3.95 2.01755e-05
0.235 4 0.000100156
0.235 4.05 2.41096e-06
0.235 4.1 5.00632e-06
0.235 4.15 1.64592e-05
0.235 4.2 2.44053e-05
0.235 4.25 2.45111e-05
0.235 4.3 1.21766e-05
0.235 4.35 1.89607e-05
0.235 4.4 5.00579e-06
0.235 4.45 1.44596e-05
0.235 4.5 1.10866e-05
0.235 4.55 2.04232e-05
0.235 4.6 1.73954e-05
0.235 4.65 1.55705e-05
0.235 4.7 1.84577e-05
0.235 4.75 1.79706e-05
0.235 4.8 1.15392e-05
0.235 4.85 1.09903e-05
0.235 4.9 1.51434e-05
0.235 4.95 1.35354e-05
0.235 5 1.56013e-05
0.24 0 0.000127175
0.24 0.05 0.000135049
0.24 0.1 0.000144089
0.24 0.15 0.000157113
0.24 0.2 0.00017325
0.24 0.25 0.000192757
0.24 0.3 0.000215122
0.24 0.35 0.000241675
0.24 0.4 0.000274518
0.24 0.45 0.00031464
0.24 0.5 0.000366654
0.24 0.55 0.000431544
0.24 0.6 0.000526089
0.24 0.65 0.000646295
0.24 0.7 0.000808116
0.24 0.75 0.00109747
0.24 0.8 0.0014785
0.24 0.85 0.00216005
0.24 0.9 0.00313403
0.24 0.95 0.00414504
0.24 1 0.00489967
0.24 1.05 0.0055496
0.24 1.1 0.00600631
0.24 1.15 0.00652872
0.24 1.2 0.00694712
0.24 1.25 0.00746664
0.24 1.3 0.00785662
0.24 1.35 0.00799928
0.24 1.4 0.00798759
0.24 1.45 0.00612739
0.24 1.5 0.00425165
0.24 1.55 0.00288911
0.24 1.6 0.00181337
0.24 1.65 0.00131364
0.24 1.7 0.000969163
0.24 1.75 0.00078249
0.24 1.8 0.000945205
0.24 1.85 0.000273501
0.24 1.9 0.000477041
0.24 1.95 0.000320353
0.24 2 0.000335465
0.24 2.05 0.000260719
0.24 2.1 0.000284789
0.24 2.15 4.6839e-05
0.24 2.2 5.6828e-05
0.24 2.25 3.98829e-05
0.24 2.3 1.13566e-05
0.24 2.35 0.000115209
0.24 2.4 0.000189446
